City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
558,orotukan,62.2667,151.7,-28.909999999999968,99,100,0.93,RU,2023-02-04 16:10:54
559,kununurra,-15.7667,128.7333,24.99000000000001,83,59,3.09,AU,2023-02-04 16:06:34
560,ati,13.2154,18.3353,32.18000000000001,10,100,3.24,TD,2023-02-04 16:10:55
561,mae ramat,16.984,98.5166,24.890000000000043,69,65,0.24,TH,2023-02-04 16:10:55
562,northport,33.229,-87.5772,7.82000000000005,50,0,2.57,US,2023-02-04 16:07:48
563,starkville,33.4504,-88.8184,5.25,60,0,3.09,US,2023-02-04 16:09:43
564,otane,-39.8833,176.6333,18.340000000000032,95,20,0.7,NZ,2023-02-04 16:10:56
565,moba,33.2288,105.0179,2.200000000000045,70,89,2.56,CN,2023-02-04 16:10:57
566,puerto gaitan,4.3133,-72.0816,33.670000000000016,31,51,6.98,CO,2023-02-04 16:10:57
567,ndele,8.4109,20.6473,35.54000000000002,9,57,3.74,CF,2023-02-04 16:07:56
568,rathenow,52.6066,12.337,2.740000000000009,78,74,2.36,DE,2023-02-04 16:10:58
569,blackwater,-23.5833,148.8833,25.420000000000016,64,93,3.12,AU,2023-02-04 16:10:58
570,kuala terengganu,5.3302,103.1408,24.19,88,94,1.55,MY,2023-02-04 16:10:58
571,catio,11.2833,-15.25,31.660000000000025,35,23,5.54,GW,2023-02-04 16:10:59
572,zhezkazgan,47.8043,67.7144,-13.109999999999957,100,84,0.22,KZ,2023-02-04 16:10:00
573,nizip,37.0097,37.7942,2.07000000000005,95,100,5.05,TR,2023-02-04 16:11:00
574,allada,6.6655,2.1514,32.29000000000002,52,90,5.89,BJ,2023-02-04 16:11:00
575,talara,-4.5772,-81.2719,30.420000000000016,48,0,6.69,PE,2023-02-04 16:11:01
576,mlonggo,-6.5333,110.7,25.629999999999995,87,100,2.96,ID,2023-02-04 16:11:01
577,gutierrez zamora,20.45,-97.0833,16.900000000000034,64,2,3.94,MX,2023-02-04 16:11:02
578,izumo,35.3667,132.7667,2.510000000000048,73,48,0.61,JP,2023-02-04 16:09:18
579,pak phanang,8.3511,100.202,25.700000000000045,81,32,4.5,TH,2023-02-04 16:11:05
580,villa bisono,19.5638,-70.8758,29.21000000000004,64,3,5.35,DO,2023-02-04 16:11:08
581,talcher,20.95,85.2167,18.260000000000048,17,25,0.74,IN,2023-02-04 16:11:09
582,mwinilunga,-11.7358,24.4293,18.05000000000001,97,100,2.87,ZM,2023-02-04 16:11:10
583,coquimbo,-29.9533,-71.3436,19.850000000000023,77,100,2.06,CL,2023-02-04 16:07:00
584,korla,41.7597,86.1469,-2.539999999999964,66,98,1.2,CN,2023-02-04 16:11:12
585,san carlos de bariloche,-41.1456,-71.3082,27.360000000000014,33,4,2.36,AR,2023-02-04 16:10:33
586,gat,31.61,34.7642,13.0,100,22,3.74,IL,2023-02-04 16:09:39
587,cabatuan,10.8794,122.486,23.640000000000043,92,100,5.42,PH,2023-02-04 16:11:15
588,mmabatho,-25.85,25.6333,25.75,50,62,0.61,ZA,2023-02-04 16:09:44
589,namibe,-15.1961,12.1522,23.77000000000004,71,92,5.26,AO,2023-02-04 16:07:29
590,faya,18.3851,42.4509,14.29000000000002,68,71,2.66,SA,2023-02-04 16:11:18
591,west wendover,40.7391,-114.0733,-6.439999999999998,93,0,0.0,US,2023-02-04 16:11:19
592,derzhavinsk,51.1,66.3167,-16.92999999999995,91,12,4.54,KZ,2023-02-04 16:07:55
593,bahia blanca,-38.7196,-62.2724,29.620000000000005,27,0,2.77,AR,2023-02-04 16:11:23
